RewardID,MttWebRewardID,TravelProductID,IsActive,IsPublic,RewardType,RewardEarnLimitCnt,PurchaseAmtMin,PurchaseAmtMax,RewardAmt,RewardPct,BookingStartDate,BookingEndDate,TravelStartDate,TravelEndDate,hotelCampaign,days,Include,Exclude,GPG,Key,Redemption
157,457,6,1,0,1,99,0,99999999,100,0,20/12/13 0:00,31/03/17 23:59,20/12/13 0:00,31/03/18 23:59,1,855,0,0,0,"457,6",27
158,458,6,1,0,1,10,0,99999999,150,0,20/12/13 0:00,31/03/17 23:59,20/12/13 0:00,31/03/18 23:59,1,855,0,0,0,"458,6",22
159,459,6,1,0,1,2,0,99999999,200,0,20/12/13 0:00,31/03/17 23:59,20/12/13 0:00,31/03/18 23:59,1,855,0,0,0,"459,6",22
170,488,6,1,0,2,1,0,99999999,250,0,28/04/14 0:00,27/04/15 23:59,28/04/14 0:00,27/04/16 23:59,1,364,0,0,0,"488,6",1
171,489,6,1,0,2,1,0,99999999,100,0,28/04/14 0:00,30/04/15 23:59,1/5/14 0:00,30/04/16 23:59,1,367,0,0,0,"489,6",4
181,499,6,1,0,2,1,0,99999999,100,0,30/05/14 0:00,1/6/2015,2/6/14 0:00,1/6/16 23:59,1,367,0,0,0,"499,6",6
187,510,6,1,0,2,1,0,99999999,100,0,30/06/14 0:00,1/7/2015,1/7/14 0:00,1/7/16 23:59,1,366,0,0,0,"510,6",1
194,517,6,1,0,1,0,0,99999999,20,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"517,6",18
195,518,6,1,0,1,0,0,99999999,40,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"518,6",42
196,519,6,1,0,1,0,0,99999999,70,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"519,6",121
197,520,6,1,0,1,0,0,99999999,110,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"520,6",75
198,521,6,1,0,1,0,0,99999999,175,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"521,6",104
199,522,6,1,0,1,0,0,99999999,20,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"522,6",7
200,523,6,1,0,1,0,0,99999999,40,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"523,6",11
201,524,6,1,0,1,0,0,99999999,70,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"524,6",12
202,525,6,1,0,1,0,0,99999999,110,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"525,6",6
203,526,6,1,0,1,0,0,99999999,175,0,8/7/2014,28/02/17 23:59,8/7/14 0:00,28/02/18 23:59,1,655,0,0,0,"526,6",17
209,532,6,1,0,2,1,0,99999999,100,0,13/08/14 0:00,13/08/15 23:59,14/08/14 0:00,13/08/16 23:59,1,365,0,0,0,"532,6",1
214,537,6,1,0,2,1,0,99999999,100,0,18/09/14 0:00,18/09/15 23:59,19/09/14 0:00,18/09/16 23:59,1,365,0,0,0,"537,6",2
219,542,6,0,0,2,10,10,99999999,0,0.1,30/09/14 0:00,1/1/2015,1/10/14 0:00,31/12/15 23:59,1,93,0,1,0,"542,6",5415
220,543,6,1,0,2,10,10,99999999,0,0.1,30/09/14 0:00,1/1/2015,1/10/14 0:00,31/12/15 23:59,1,93,0,0,0,"543,6",10
225,548,6,1,0,2,1,0,99999999,100,0,16/10/14 0:00,17/10/15 23:59,16/10/14 0:00,18/10/16 23:59,1,366,0,0,0,"548,6",4
228,551,6,1,0,2,1,0,99999999,100,0,12/11/2014,11/11/2015,12/11/14 0:00,11/11/16 23:59,1,364,0,0,0,"551,6",5
230,553,6,1,0,2,1,0,99999999,100,0,7/11/2014,31/03/15 23:59,7/11/14 0:00,31/12/15 23:59,1,144,0,0,0,"553,6",6
233,556,6,1,0,2,1,50,99999999,0,0.1,7/11/2014,1/12/2014,7/11/14 0:00,4/11/15 23:59,1,24,0,0,0,"556,6",3
236,559,6,1,0,2,1,0,99999999,100,0,8/12/2014,7/12/2015,8/12/14 0:00,7/12/16 23:59,1,364,0,0,0,"559,6",7
239,562,6,1,0,2,1,10,99999999,0,0.1,1/1/2015,1/4/2015,1/1/15 0:00,31/12/15 23:59,1,90,0,0,0,"562,6",71
240,563,6,1,0,2,10,10,99999999,0,0.1,1/1/2015,1/4/2015,1/1/15 0:00,31/12/15 23:59,1,90,0,0,0,"563,6",7864
241,564,6,1,0,2,1,0,99999999,0,0.05,16/01/15 0:00,23/01/15 23:59,16/01/15 0:00,31/12/15 23:59,1,7,0,0,0,"564,6",1
243,566,6,1,0,2,1,0,99999999,100,0,19/01/15 0:00,15/01/16 23:59,19/01/15 0:00,15/01/17 23:59,1,361,0,0,0,"566,6",2
244,567,6,1,1,2,0,0,99999999,0,0.05,1/2/2015,1/2/2016,1/2/15 0:00,1/8/16 23:59,1,365,0,0,1,"567,6",2354
251,574,6,1,0,2,1,0,99999999,100,0,23/02/15 0:00,22/02/16 23:59,23/02/15 0:00,22/02/17 23:59,1,364,0,0,0,"574,6",5
256,579,6,1,0,2,1,0,99999999,250,0,4/3/2015,31/03/15 23:59,4/3/15 0:00,31/03/16 23:59,1,27,0,0,0,"579,6",1
257,580,6,1,0,2,1,0,99999999,500,0,4/3/2015,31/03/15 23:59,4/3/15 0:00,31/03/16 23:59,1,27,0,0,0,"580,6",1
258,581,6,1,0,2,1,0,99999999,1000,0,4/3/2015,31/03/15 23:59,4/3/15 0:00,31/03/16 23:59,1,27,0,0,0,"581,6",1
259,582,6,1,0,2,5,10,99999999,0,0.1,6/3/2015,1/7/2015,6/3/15 0:00,31/12/15 23:59,1,117,0,0,0,"582,6",13610
262,34,9,1,1,2,1,0,99999999,0,0.1,10/2/2012,15/02/12 23:59,13/02/12 0:00,31/12/12 23:59,1,5,0,0,0,"34,9",27
264,36,9,1,1,2,1,0,99999999,0,0.1,17/02/12 0:00,24/02/12 23:59,17/02/12 0:00,31/12/12 23:59,1,7,0,0,0,"36,9",3
265,37,9,1,1,2,0,0,99999999,0,0.1,5/3/2012,15/04/12 23:59,9/3/12 0:00,30/06/12 23:59,1,41,1,0,0,"37,9",1
266,38,9,1,1,2,0,0,99999999,0,0.2,5/3/2012,15/04/12 23:59,9/3/12 0:00,30/06/12 23:59,1,41,1,0,0,"38,9",5
267,39,9,1,0,2,1,50,99999999,20,0,13/02/12 0:00,31/07/12 23:59,13/02/12 0:00,30/09/12 23:59,1,169,0,0,0,"39,9",2
268,40,9,1,1,2,0,0,99999999,0,0.1,19/03/12 0:00,22/03/12 23:59,20/03/12 0:00,30/06/12 23:59,1,3,0,0,0,"40,9",1
273,45,9,1,1,2,1,0,99999999,0,0.1,17/04/12 0:00,22/04/12 23:59,17/04/12 0:00,31/05/12 23:59,1,5,0,0,0,"45,9",17
276,48,9,1,1,2,0,0,99999999,0,0.1,8/5/2012,10/5/2012,8/5/12 0:00,31/12/12 23:59,1,2,0,0,0,"48,9",12
277,49,9,1,1,2,0,0,99999999,0,0.2,8/5/2012,10/5/2012,8/5/12 0:00,31/12/12 23:59,1,2,0,0,0,"49,9",2
278,50,9,1,1,2,0,0,99999999,0,0.1,15/05/12 0:00,18/06/12 23:59,30/05/12 0:00,31/08/12 23:59,1,34,0,0,0,"50,9",594
281,53,9,1,1,2,0,10,99999999,0,0.05,22/05/12 0:00,28/05/12 23:59,16/05/12 0:00,31/12/12 23:59,1,6,0,0,0,"53,9",12
284,56,9,1,1,2,0,100,99999999,20,0,25/05/12 0:00,30/06/12 23:59,25/05/12 0:00,31/08/12 23:59,1,36,0,0,0,"56,9",444
285,57,9,1,1,2,0,200,99999999,20,0,25/05/12 0:00,30/06/12 23:59,25/05/12 0:00,10/1/13 23:59,0,36,0,0,0,"57,9",24
289,61,9,1,1,2,0,0,99999999,0,0.1,21/06/12 0:00,29/07/12 23:59,21/06/12 0:00,10/1/13 23:59,1,38,0,0,0,"61,9",599
290,62,9,1,1,2,0,0,99999999,0,0.1,19/06/12 0:00,29/07/12 23:59,21/06/12 0:00,10/1/13 23:59,1,40,0,0,0,"62,9",2
292,64,9,1,1,2,0,10,99999999,0,0.1,25/06/12 0:00,28/06/12 23:59,26/06/12 0:00,30/09/12 23:59,1,3,0,0,0,"64,9",2
293,65,9,1,1,2,0,100,99999999,20,0,27/06/12 0:00,16/07/12 23:59,2/7/12 0:00,10/1/13 23:59,1,19,0,0,0,"65,9",431
294,66,9,1,1,2,0,500,99999999,50,0,17/07/12 0:00,30/07/12 23:59,17/07/12 0:00,10/1/13 23:59,1,13,0,0,0,"66,9",126
296,68,9,1,1,2,0,100,99999999,10,0,2/7/2012,31/03/15 23:59,2/7/12 0:00,31/03/15 23:59,1,1002,0,0,1,"68,9",457
297,69,9,1,1,2,0,500,99999999,50,0,2/7/2012,31/03/15 23:59,2/7/12 0:00,31/03/15 23:59,0,1002,0,1,0,"69,9",1355
300,72,9,1,0,2,1,0,99999999,50,0,11/7/2012,31/12/12 23:59,15/07/12 0:00,31/12/12 23:59,1,173,0,0,0,"72,9",1
302,74,9,1,1,2,0,50,99999999,10,0,17/07/12 0:00,15/08/12 23:59,17/07/12 0:00,10/1/13 23:59,1,29,0,0,0,"74,9",636
303,75,9,1,1,2,0,200,99999999,20,0,17/07/12 0:00,15/08/12 23:59,17/07/12 0:00,10/1/13 23:59,1,29,0,0,0,"75,9",37
304,76,9,1,1,2,0,0,99999999,0,0.15,24/07/12 0:00,10/8/2012,30/07/12 0:00,10/1/13 23:59,1,17,0,0,0,"76,9",34
309,81,9,1,1,2,0,0,99999999,50,0,3/8/2012,31/08/12 23:59,3/8/12 0:00,10/1/13 23:59,0,28,0,0,0,"81,9",68
310,82,9,1,1,2,0,10,99999999,0,0.1,21/08/12 0:00,23/08/12 23:59,21/08/12 0:00,31/10/12 23:59,1,2,1,0,0,"82,9",3
312,84,9,1,0,2,1,10,99999999,0,0.1,4/12/2012,6/1/2013,5/12/12 0:00,30/06/13 23:59,1,33,0,0,0,"84,9",31
313,85,9,1,1,2,0,10,99999999,0,0.1,4/9/2012,6/9/2012,4/9/12 0:00,30/11/12 23:59,1,2,1,0,0,"85,9",1
314,86,9,1,1,2,0,0,99999999,0,0.1,23/08/12 0:00,1/9/2012,30/08/12 0:00,10/1/13 23:59,1,9,0,0,0,"86,9",16
318,90,9,1,1,2,1,100,99999999,10,0,30/08/12 0:00,10/9/2012,7/9/12 0:00,10/1/13 23:59,1,11,0,0,0,"90,9",1
321,93,9,1,1,2,1,10,99999999,0,0.1,10/9/2012,20/09/12 23:59,18/09/12 0:00,30/11/12 23:59,1,10,0,0,0,"93,9",1
322,94,9,1,1,2,1,10,99999999,0,0.1,24/09/12 0:00,27/09/12 23:59,25/09/12 0:00,31/12/12 23:59,1,3,1,0,0,"94,9",2
323,95,9,1,1,2,1,100,99999999,20,0,1/10/2012,5/11/2012,1/10/12 0:00,31/05/13 23:59,1,35,0,0,0,"95,9",2
325,97,9,1,1,2,1,10,99999999,0,0.1,1/10/2012,4/10/2012,2/10/12 0:00,31/12/12 23:59,1,3,0,0,0,"97,9",11
326,98,9,1,1,2,1,10,99999999,0,0.1,8/10/2012,11/10/2012,9/10/12 0:00,31/12/12 23:59,1,3,1,0,0,"98,9",2
328,100,9,1,1,2,1,10,99999999,0,0.1,22/10/12 0:00,25/10/12 23:59,23/10/12 0:00,31/12/12 23:59,1,3,1,0,0,"100,9",2
329,101,9,1,1,2,1,0,99999999,0,0.1,11/10/2012,30/10/12 23:59,16/10/12 0:00,31/12/12 23:59,1,19,0,0,0,"101,9",107
331,103,9,1,1,2,1,10,99999999,0,0.1,29/10/12 0:00,1/11/2012,30/10/12 0:00,31/01/13 23:59,1,3,1,0,0,"103,9",4
332,104,9,1,1,2,1,10,99999999,0,0.1,5/11/2012,8/11/2012,6/11/12 0:00,31/01/13 23:59,1,3,0,0,0,"104,9",3
333,105,9,1,1,2,1,10,99999999,0,0.1,1/11/2012,31/12/12 23:59,1/11/12 0:00,30/06/13 23:59,1,60,0,0,0,"105,9",77
334,106,9,1,1,2,1,10,99999999,0,0.1,12/11/2012,15/11/12 23:59,13/11/12 0:00,14/02/13 23:59,1,3,1,0,0,"106,9",7
335,107,9,1,1,2,1,10,99999999,0,0.1,19/11/12 0:00,22/11/12 23:59,20/11/12 0:00,28/02/13 23:59,1,3,0,0,0,"107,9",2
336,108,9,1,1,2,1,500,99999999,50,0,15/11/12 0:00,30/04/13 23:59,15/11/12 0:00,31/12/13 23:59,0,166,0,0,1,"108,9",69
337,109,9,1,1,2,1,10,99999999,0,0.1,15/11/12 0:00,30/04/13 23:59,15/11/12 0:00,31/12/13 23:59,1,166,0,0,0,"109,9",83
338,110,9,1,1,2,1,10,99999999,0,0.1,26/11/12 0:00,29/11/12 23:59,27/11/12 0:00,28/02/13 23:59,1,3,1,0,0,"110,9",14
339,111,9,1,1,2,1,10,99999999,50,0,20/11/12 0:00,23/12/12 23:59,23/11/12 0:00,31/05/13 23:59,0,33,0,0,0,"111,9",31
342,114,9,1,1,2,1,10,99999999,0,0.1,10/12/2012,13/12/12 23:59,11/12/12 0:00,28/02/13 23:59,1,3,1,0,0,"114,9",1
343,115,9,1,1,2,1,10,99999999,0,0.1,17/12/12 0:00,20/12/12 23:59,18/12/12 0:00,31/03/13 23:59,1,3,0,0,0,"115,9",2
345,117,9,1,1,2,1,200,99999999,20,0,13/12/12 0:00,26/12/12 23:59,13/12/12 0:00,31/05/13 23:59,1,13,0,0,0,"117,9",39
346,118,9,1,1,2,1,0,99999999,0,0.2,13/12/12 0:00,6/1/2013,7/1/13 0:00,31/12/13 23:59,1,24,0,0,1,"118,9",1
348,120,9,1,1,2,1,0,99999999,50,0,4/1/2013,21/01/13 23:59,4/1/13 0:00,4/1/14 23:59,0,17,0,0,1,"120,9",15
351,123,9,1,1,2,1,10,99999999,0,0.1,31/12/12 0:00,10/1/2013,8/1/13 0:00,8/4/13 23:59,1,10,0,0,1,"123,9",7
354,126,9,1,1,2,1,10,99999999,0,0.1,10/1/2013,31/01/13 23:59,29/01/13 0:00,29/05/13 23:59,1,21,0,0,1,"126,9",1
355,127,9,1,1,2,1,10,99999999,0,0.1,14/01/13 0:00,7/2/2013,17/01/13 0:00,31/12/13 23:59,1,24,0,0,1,"127,9",28
356,128,9,1,0,2,1,0,99999999,0,0.1,15/01/13 0:00,28/02/13 23:59,15/01/13 0:00,30/06/13 23:59,1,44,0,0,0,"128,9",6
357,129,9,1,1,2,1,10,99999999,0,0.1,17/01/13 0:00,11/2/2013,4/2/13 0:00,31/10/13 23:59,1,25,0,0,1,"129,9",118
358,130,9,1,0,2,1,0,99999999,0,0.2,18/01/13 0:00,31/12/13 23:59,18/01/13 0:00,31/12/13 23:59,1,347,0,0,0,"130,9",1
359,131,9,1,1,2,1,10,99999999,0,0.1,5/2/2013,21/02/13 23:59,19/02/13 0:00,19/05/13 23:59,1,16,1,0,0,"131,9",6
361,133,9,1,1,2,1,0,99999999,0,0.1,5/3/2013,7/3/2013,5/3/13 0:00,5/6/13 23:59,1,2,1,0,0,"133,9",3
362,134,9,1,1,2,1,0,99999999,50,0,25/02/13 0:00,4/3/2013,26/02/13 0:00,31/05/13 23:59,0,7,0,0,1,"134,9",5
364,136,9,1,0,2,1,10,99999999,0,0.1,6/3/2013,17/06/13 23:59,18/03/13 0:00,31/12/13 23:59,1,103,0,0,1,"136,9",20
365,137,9,1,1,2,1,0,99999999,30,0,11/3/2013,2/4/2013,11/3/13 0:00,6/1/14 23:59,0,22,0,0,1,"137,9",38
366,138,9,1,1,2,1,10,99999999,0,0.1,19/03/13 0:00,21/03/13 23:59,19/03/13 0:00,19/06/13 23:59,1,2,1,0,0,"138,9",1
367,139,9,1,1,2,1,0,99999999,10,0,21/03/13 0:00,11/4/2013,21/03/13 0:00,7/1/14 23:59,1,21,0,0,1,"139,9",86
373,145,9,1,0,2,1,0,99999999,0,0.05,8/4/2013,31/05/13 23:59,8/4/13 0:00,30/06/13 23:59,1,53,0,0,0,"145,9",3
374,146,9,1,1,2,1,0,99999999,0,0.1,16/04/13 0:00,18/04/13 23:59,16/04/13 0:00,16/07/13 23:59,1,2,1,0,0,"146,9",1
375,147,9,1,1,2,1,10,99999999,0,0.1,30/04/13 0:00,2/5/2013,30/04/13 0:00,31/08/13 23:59,1,2,1,0,0,"147,9",2
378,150,9,1,1,2,1,0,99999999,0,0.05,24/04/13 0:00,2/5/2013,25/04/13 0:00,7/1/14 23:59,1,8,0,0,1,"150,9",27
379,151,9,1,1,2,1,0,99999999,0,0.1,30/04/13 0:00,16/05/13 23:59,14/05/13 0:00,14/09/13 23:59,1,16,1,0,0,"151,9",2
380,152,9,1,0,2,1,0,99999999,100,0,1/5/2013,31/05/14 23:59,1/5/13 0:00,31/05/14 23:59,1,395,0,0,0,"152,9",1
381,153,9,1,1,2,1,0,99999999,0,0.1,9/5/2013,31/05/13 23:59,10/5/13 0:00,7/1/14 23:59,1,22,0,0,1,"153,9",1
383,155,9,1,1,2,0,10,99999999,0,0.05,13/05/13 0:00,4/6/2013,14/05/13 0:00,7/1/14 23:59,1,22,0,0,1,"155,9",122
